student_id,academic_year,subject_code,attendance_percentage,participation_score
S648-25,2024-2025,SUB01,59,5
S755-25,2024-2025,SUB02,55,6
S649-24,2023-2024,SUB05,48,5
S652-25,2024-2025,SUB01,78,5
S658-24,2023-2024,SUB01,76,5
S924-25,2024-2025,SUB02,55,5
S069-24,2023-2024,SUB03,62,5
S841-24,2023-2024,SUB03,62,5
S669-25,2024-2025,SUB04,77,5
S669-25,2024-2025,SUB05,43,5
S670-25,2024-2025,SUB01,70,5
S671-24,2023-2024,SUB04,55,5
S672-24,2023-2024,SUB05,48,5
S673-24,2023-2024,SUB01,65,5
S674-25,2024-2025,SUB05,71,5
S675-24,2023-2024,SUB04,95,5
S676-25,2024-2025,SUB04,46,5
S677-25,2024-2025,SUB04,45,5
S965-25,2024-2025,SUB03,62,5
S683-24,2023-2024,SUB05,53,5
S685-24,2023-2024,SUB04,58,5
S686-25,2024-2025,SUB05,88,5
S397-24,2023-2024,SUB03,62,4
S298-24,2023-2024,SUB03,62,3
S697-24,2023-2024,SUB01,,5
S700-25,2024-2025,SUB05,54,5
S702-24,2023-2024,SUB05,80,5
S703-24,2023-2024,SUB01,81,5
S703-24,2023-2024,SUB05,82,5
S704-25,2024-2025,SUB05,74,5
S707-25,2024-2025,SUB05,70,5
S314-24,2023-2024,SUB02,55,4
S885-24,2023-2024,SUB03,62,3
S710-25,2024-2025,SUB04,30,5
S892-25,2024-2025,SUB03,62,3
S718-24,2023-2024,SUB01,92,5
S719-25,2024-2025,SUB04,54,5
S845-25,2024-2025,SUB03,62,2
S728-24,2023-2024,SUB05,50,5
S729-24,2023-2024,SUB04,66,5
S732-24,2023-2024,SUB01,74,5
S733-25,2024-2025,SUB01,71,5
S130-24,2023-2024,SUB03,61,7
S735-24,2023-2024,SUB01,61,5
S735-24,2023-2024,SUB04,46,5
S738-25,2024-2025,SUB04,41,5
S739-24,2023-2024,SUB01,44,5
S742-24,2023-2024,SUB01,61,5
S744-25,2024-2025,SUB01,52,5
S141-24,2023-2024,SUB03,61,7
S744-25,2024-2025,SUB04,95,5
S744-25,2024-2025,SUB05,89,5
S747-25,2024-2025,SUB04,74,5
S061-25,2024-2025,SUB02,55,3
S942-24,2023-2024,SUB03,61,7
S756-24,2023-2024,SUB05,56,5
S757-24,2023-2024,SUB04,81,5
S760-24,2023-2024,SUB01,78,5
S762-24,2023-2024,SUB04,64,5
S128-25,2024-2025,SUB02,55,2
S763-25,2024-2025,SUB05,70,5
S770-24,2023-2024,SUB04,51,5
S771-25,2024-2025,SUB01,47,5
S989-24,2023-2024,SUB03,61,7
S775-24,2023-2024,SUB01,89,5
S782-25,2024-2025,SUB04,,5
S783-24,2023-2024,SUB01,58,5
S223-24,2023-2024,SUB02,55,2
S410-25,2024-2025,SUB02,55,2
S793-25,2024-2025,SUB05,66,5
S067-25,2024-2025,SUB03,61,8
S794-24,2023-2024,SUB04,68,5
S416-24,2023-2024,SUB02,55,2
S195-25,2024-2025,SUB03,61,8
S446-24,2023-2024,SUB02,55,2
S802-25,2024-2025,SUB01,79,5
S802-25,2024-2025,SUB04,44,5
S803-25,2024-2025,SUB01,47,5
S805-25,2024-2025,SUB01,41,5
S807-24,2023-2024,SUB01,44,5
S807-24,2023-2024,SUB04,84,5
S508-25,2024-2025,SUB02,55,2
S377-25,2024-2025,SUB03,61,8
S541-25,2024-2025,SUB02,55,2
S810-25,2024-2025,SUB05,71,5
S547-25,2024-2025,SUB02,55,2
S813-25,2024-2025,SUB04,94,5
S816-24,2023-2024,SUB05,47,5
S622-24,2023-2024,SUB02,55,2
S768-25,2024-2025,SUB03,61,8
S820-25,2024-2025,SUB04,45,5
S822-24,2023-2024,SUB01,93,5
S822-24,2023-2024,SUB04,76,5
S824-24,2023-2024,SUB01,40,5
S916-25,2024-2025,SUB03,61,8
S829-25,2024-2025,SUB05,88,5
S830-24,2023-2024,SUB01,52,5
S834-24,2023-2024,SUB01,76,5
S834-24,2023-2024,SUB04,85,5
S835-24,2023-2024,SUB05,94,5
S840-25,2024-2025,SUB01,84,5
S842-25,2024-2025,SUB04,65,5
S845-25,2024-2025,SUB04,75,5
S846-25,2024-2025,SUB04,95,5
S847-24,2023-2024,SUB04,,5
S849-24,2023-2024,SUB05,57,5
S853-25,2024-2025,SUB04,62,5
S856-24,2023-2024,SUB04,65,5
S858-25,2024-2025,SUB01,50,5
S860-25,2024-2025,SUB04,36,5
S757-24,2023-2024,SUB03,61,7
S806-25,2024-2025,SUB03,61,7
S868-24,2023-2024,SUB01,71,5
S871-25,2024-2025,SUB01,84,5
S724-24,2023-2024,SUB02,55,2
S996-24,2023-2024,SUB03,61,7
S142-25,2024-2025,SUB02,55,0
S874-24,2023-2024,SUB05,87,5
S421-24,2023-2024,SUB02,55,
S875-24,2023-2024,SUB04,,5
S875-24,2023-2024,SUB05,61,5
S804-25,2024-2025,SUB03,61,6
S286-24,2023-2024,SUB03,61,5
S881-24,2023-2024,SUB01,51,5
S882-24,2023-2024,SUB01,,5
S882-24,2023-2024,SUB05,76,5
S856-24,2023-2024,SUB03,61,5
S174-24,2023-2024,SUB02,55,7
S885-24,2023-2024,SUB01,57,5
S887-24,2023-2024,SUB01,78,5
S696-25,2024-2025,SUB02,55,7
S889-24,2023-2024,SUB05,57,5
S892-25,2024-2025,SUB05,53,5
S939-24,2023-2024,SUB02,55,7
S894-25,2024-2025,SUB04,44,5
S895-24,2023-2024,SUB05,41,5
S153-25,2024-2025,SUB03,61,4
S302-24,2023-2024,SUB02,55,8
S898-24,2023-2024,SUB05,49,5
S899-24,2023-2024,SUB04,65,5
S339-24,2023-2024,SUB03,61,4
S901-25,2024-2025,SUB04,,5
S901-25,2024-2025,SUB05,84,5
S056-25,2024-2025,SUB02,55,7
S905-24,2023-2024,SUB04,,5
S905-24,2023-2024,SUB05,48,5
S906-24,2023-2024,SUB04,90,5
S906-24,2023-2024,SUB05,49,5
S912-24,2023-2024,SUB04,46,5
S913-25,2024-2025,SUB04,63,5
S913-25,2024-2025,SUB05,67,5
S915-25,2024-2025,SUB04,48,5
S920-25,2024-2025,SUB01,78,5
S482-24,2023-2024,SUB02,55,6
S087-24,2023-2024,SUB03,61,3
S927-24,2023-2024,SUB04,63,5
S930-25,2024-2025,SUB05,74,5
S079-25,2024-2025,SUB03,61,2
S136-25,2024-2025,SUB03,61,2
S935-24,2023-2024,SUB04,51,5
S935-24,2023-2024,SUB05,,5
S936-25,2024-2025,SUB01,40,5
S937-24,2023-2024,SUB01,85,5
S856-24,2023-2024,SUB02,55,6
S943-24,2023-2024,SUB05,65,5
S303-25,2024-2025,SUB03,61,2
S948-24,2023-2024,SUB01,62,5
S949-25,2024-2025,SUB01,90,5
S010-24,2023-2024,SUB02,55,3
S717-24,2023-2024,SUB03,61,2
S059-24,2023-2024,SUB02,55,3
S398-25,2024-2025,SUB02,55,3
S723-25,2024-2025,SUB03,61,2
S406-24,2023-2024,SUB02,55,2
S965-25,2024-2025,SUB04,74,5
S970-25,2024-2025,SUB04,60,5
S973-25,2024-2025,SUB04,46,5
S553-25,2024-2025,SUB02,55,2
S929-24,2023-2024,SUB03,61,
S587-25,2024-2025,SUB02,55,2
S019-24,2023-2024,SUB03,60,7
S983-25,2024-2025,SUB04,45,5
S985-24,2023-2024,SUB01,87,5
S988-24,2023-2024,SUB04,86,5
S988-24,2023-2024,SUB05,54,5
S715-24,2023-2024,SUB02,55,2
S991-24,2023-2024,SUB04,52,5
S119-24,2023-2024,SUB03,60,7
S998-25,2024-2025,SUB04,92,5
S999-24,2023-2024,SUB05,64,5
S920-25,2024-2025,SUB01,78,5
S221-24,2023-2024,SUB03,60,7
S982-24,2023-2024,SUB03,60,7
S004-24,2023-2024,SUB05,78,4
S007-24,2023-2024,SUB01,63,4
S604-24,2023-2024,SUB03,60,8
S807-24,2023-2024,SUB02,55,2
S012-24,2023-2024,SUB01,64,4
S013-24,2023-2024,SUB01,86,4
S807-24,2023-2024,SUB03,60,8
S643-24,2023-2024,SUB02,55,0
S018-24,2023-2024,SUB01,67,4
S019-24,2023-2024,SUB04,58,4
S020-24,2023-2024,SUB05,92,4
S022-25,2024-2025,SUB04,53,4
S041-25,2024-2025,SUB02,55,
S391-24,2023-2024,SUB03,60,6
S025-25,2024-2025,SUB05,60,4
S278-24,2023-2024,SUB02,55,7
S027-25,2024-2025,SUB05,51,4
S029-24,2023-2024,SUB05,72,4
S030-25,2024-2025,SUB04,40,4
S032-25,2024-2025,SUB04,65,4
S034-24,2023-2024,SUB04,44,4
S036-24,2023-2024,SUB04,40,4
S041-25,2024-2025,SUB01,62,4
S531-25,2024-2025,SUB02,55,7
S046-25,2024-2025,SUB04,45,4
S775-24,2023-2024,SUB03,60,6
S050-25,2024-2025,SUB01,61,4
S216-24,2023-2024,SUB03,60,5
S051-25,2024-2025,SUB04,52,4
S051-25,2024-2025,SUB05,80,4
S774-25,2024-2025,SUB02,55,7
S059-24,2023-2024,SUB05,92,4
S060-25,2024-2025,SUB04,64,4
S217-25,2024-2025,SUB03,60,5
S062-24,2023-2024,SUB04,40,4
S063-24,2023-2024,SUB01,43,4
S069-24,2023-2024,SUB04,61,4
S071-25,2024-2025,SUB04,77,4
S074-25,2024-2025,SUB04,49,4
S827-24,2023-2024,SUB02,55,7
S080-25,2024-2025,SUB05,56,4
S083-24,2023-2024,SUB05,95,4
S682-25,2024-2025,SUB03,60,5
S089-25,2024-2025,SUB04,44,4
S089-25,2024-2025,SUB05,44,4
S654-25,2024-2025,SUB02,55,7
S094-24,2023-2024,SUB01,88,4
S098-25,2024-2025,SUB01,52,4
S100-25,2024-2025,SUB04,48,4
S071-25,2024-2025,SUB03,60,4
S431-25,2024-2025,SUB02,55,6
S104-25,2024-2025,SUB04,,4
S108-24,2023-2024,SUB01,77,4
S376-25,2024-2025,SUB03,60,4
S111-25,2024-2025,SUB01,58,4
S753-25,2024-2025,SUB02,55,6
S115-24,2023-2024,SUB04,85,4
S115-24,2023-2024,SUB05,43,4
S116-25,2024-2025,SUB02,55,4
S670-25,2024-2025,SUB02,55,4
S122-24,2023-2024,SUB01,80,4
S124-25,2024-2025,SUB01,47,4
S742-24,2023-2024,SUB02,55,4
S125-25,2024-2025,SUB05,50,4
S376-25,2024-2025,SUB02,55,3
S617-24,2023-2024,SUB03,60,4
S130-24,2023-2024,SUB04,64,4
S509-24,2023-2024,SUB02,55,3
S132-24,2023-2024,SUB05,54,4
S133-24,2023-2024,SUB01,43,4
S973-25,2024-2025,SUB02,55,2
S637-25,2024-2025,SUB02,55,1
S222-24,2023-2024,SUB02,55,7
S660-24,2023-2024,SUB03,60,4
S691-24,2023-2024,SUB03,60,4
S985-24,2023-2024,SUB02,55,7
S153-25,2024-2025,SUB01,56,4
S154-24,2023-2024,SUB05,77,4
S156-25,2024-2025,SUB04,47,4
S159-25,2024-2025,SUB04,42,4
S932-24,2023-2024,SUB03,60,4
S166-25,2024-2025,SUB01,91,4
S166-25,2024-2025,SUB04,46,4
S170-24,2023-2024,SUB05,65,4
S240-24,2023-2024,SUB03,60,3
S175-24,2023-2024,SUB01,57,4
S176-24,2023-2024,SUB01,67,4
S861-24,2023-2024,SUB03,60,3
S180-25,2024-2025,SUB01,75,4
S181-25,2024-2025,SUB01,56,4
S181-25,2024-2025,SUB05,62,4
S467-24,2023-2024,SUB02,55,8
S946-24,2023-2024,SUB03,60,3
S186-24,2023-2024,SUB05,,4
S471-25,2024-2025,SUB03,60,2
S188-24,2023-2024,SUB05,82,4
S189-24,2023-2024,SUB05,69,4
S190-24,2023-2024,SUB05,90,4
S675-24,2023-2024,SUB03,60,2
S403-25,2024-2025,SUB03,60,
S200-25,2024-2025,SUB05,49,4
S678-25,2024-2025,SUB02,55,7
S205-25,2024-2025,SUB01,70,4
S206-25,2024-2025,SUB01,60,4
S212-24,2023-2024,SUB05,50,4
S215-24,2023-2024,SUB01,65,4
S971-24,2023-2024,SUB02,55,6
S219-25,2024-2025,SUB05,32,4
S222-24,2023-2024,SUB04,41,4
S697-24,2023-2024,SUB03,60,
S057-24,2023-2024,SUB03,59,8
S229-25,2024-2025,SUB05,51,4
S038-25,2024-2025,SUB02,55,5
S161-24,2023-2024,SUB02,55,5
S233-25,2024-2025,SUB04,87,4
S995-25,2024-2025,SUB03,59,8
S235-24,2023-2024,SUB01,86,4
S192-24,2023-2024,SUB02,55,5
S239-24,2023-2024,SUB04,,4
S242-25,2024-2025,SUB04,42,4
S242-25,2024-2025,SUB05,51,4
S243-24,2023-2024,SUB01,75,4
S784-24,2023-2024,SUB03,59,7
S247-25,2024-2025,SUB01,93,4
S247-25,2024-2025,SUB04,82,4
S249-25,2024-2025,SUB01,93,4
S251-25,2024-2025,SUB05,67,4
S864-24,2023-2024,SUB03,59,7
S255-25,2024-2025,SUB01,85,4
S893-24,2023-2024,SUB03,59,5
S256-25,2024-2025,SUB05,62,4
S900-25,2024-2025,SUB03,59,4
S262-24,2023-2024,SUB04,49,4
S263-24,2023-2024,SUB04,79,4
S269-24,2023-2024,SUB01,76,4
S286-24,2023-2024,SUB02,55,4
S269-24,2023-2024,SUB04,80,4
S657-24,2023-2024,SUB02,55,4
S273-24,2023-2024,SUB01,56,4
S815-24,2023-2024,SUB02,55,4
S396-24,2023-2024,SUB03,59,3
S243-24,2023-2024,SUB02,55,3
S275-25,2024-2025,SUB04,44,4
S278-24,2023-2024,SUB05,51,4
S281-24,2023-2024,SUB04,75,4
S946-24,2023-2024,SUB02,55,3
S285-25,2024-2025,SUB01,77,4
S088-24,2023-2024,SUB03,59,2
S044-25,2024-2025,SUB02,55,2
S663-24,2023-2024,SUB02,55,2
S338-24,2023-2024,SUB03,59,2
S291-24,2023-2024,SUB04,78,4
S666-24,2023-2024,SUB02,55,2
S295-25,2024-2025,SUB01,63,4
S296-25,2024-2025,SUB01,78,4
S831-25,2024-2025,SUB02,55,2
S192-24,2023-2024,SUB03,59,0
S004-24,2023-2024,SUB03,59,
S824-24,2023-2024,SUB03,58,8
S304-25,2024-2025,SUB01,84,4
S305-25,2024-2025,SUB01,90,4
S309-25,2024-2025,SUB01,47,4
S310-25,2024-2025,SUB04,56,4
S701-24,2023-2024,SUB02,55,
S311-24,2023-2024,SUB05,92,4
S312-24,2023-2024,SUB04,68,4
S066-25,2024-2025,SUB02,55,7
S318-25,2024-2025,SUB04,91,4
S838-24,2023-2024,SUB03,58,8
S322-24,2023-2024,SUB05,46,4
S323-25,2024-2025,SUB05,75,4
S324-24,2023-2024,SUB04,89,4
S329-24,2023-2024,SUB01,45,4
S329-24,2023-2024,SUB04,90,4
S332-25,2024-2025,SUB01,95,4
S560-25,2024-2025,SUB03,58,7
S339-24,2023-2024,SUB01,84,4
S193-25,2024-2025,SUB02,55,7
S690-25,2024-2025,SUB03,58,7
S344-24,2023-2024,SUB04,42,4
S268-24,2023-2024,SUB02,55,8
S606-24,2023-2024,SUB02,55,8
S347-24,2023-2024,SUB01,89,4
S347-24,2023-2024,SUB05,65,4
S339-24,2023-2024,SUB02,55,7
S349-25,2024-2025,SUB01,63,4
S469-25,2024-2025,SUB02,55,7
S355-25,2024-2025,SUB04,64,4
S527-25,2024-2025,SUB02,55,7
S714-25,2024-2025,SUB03,58,7
S795-24,2023-2024,SUB03,58,7
S793-25,2024-2025,SUB02,55,6
S826-25,2024-2025,SUB03,58,7
S038-25,2024-2025,SUB03,58,6
S364-24,2023-2024,SUB04,40,4
S368-24,2023-2024,SUB01,70,4
S053-24,2023-2024,SUB03,58,6
S369-25,2024-2025,SUB01,72,4
S369-25,2024-2025,SUB05,95,4
S372-25,2024-2025,SUB04,59,4
S375-24,2023-2024,SUB05,68,4
S730-24,2023-2024,SUB03,58,6
S378-24,2023-2024,SUB05,47,4
S379-24,2023-2024,SUB05,80,4
S603-25,2024-2025,SUB02,55,5
S444-25,2024-2025,SUB02,55,4
S383-24,2023-2024,SUB01,74,4
S386-25,2024-2025,SUB01,91,4
S391-24,2023-2024,SUB01,56,4
S529-25,2024-2025,SUB02,55,4
S395-25,2024-2025,SUB04,44,4
S396-24,2023-2024,SUB05,69,4
S335-24,2023-2024,SUB03,58,5
S400-25,2024-2025,SUB01,93,4
S226-25,2024-2025,SUB03,58,4
S402-24,2023-2024,SUB05,54,4
S171-25,2024-2025,SUB02,55,3
S318-25,2024-2025,SUB03,58,4
S409-24,2023-2024,SUB01,47,4
S821-24,2023-2024,SUB02,55,3
S412-25,2024-2025,SUB05,87,4
S413-25,2024-2025,SUB05,52,4
S840-25,2024-2025,SUB02,55,3
S945-25,2024-2025,SUB03,58,4
S418-24,2023-2024,SUB04,80,4
S419-25,2024-2025,SUB01,,4
S340-24,2023-2024,SUB03,58,3
S455-25,2024-2025,SUB03,58,3
S424-25,2024-2025,SUB05,81,4
S426-25,2024-2025,SUB01,87,4
S431-25,2024-2025,SUB01,51,4
S510-24,2023-2024,SUB03,58,3
S431-25,2024-2025,SUB05,75,4
S139-24,2023-2024,SUB02,55,2
S206-25,2024-2025,SUB02,55,2
S442-25,2024-2025,SUB04,87,4
S349-25,2024-2025,SUB02,55,2
S445-24,2023-2024,SUB04,88,4
S445-24,2023-2024,SUB05,91,4
S447-25,2024-2025,SUB01,88,4
S448-24,2023-2024,SUB01,77,4
S449-25,2024-2025,SUB01,82,4
S450-25,2024-2025,SUB05,44,4
S740-25,2024-2025,SUB02,55,2
S452-24,2023-2024,SUB01,73,4
S452-24,2023-2024,SUB05,90,4
S453-24,2023-2024,SUB05,,4
S454-25,2024-2025,SUB04,54,4
S456-24,2023-2024,SUB04,63,4
S868-24,2023-2024,SUB02,55,2
S458-24,2023-2024,SUB01,70,4
S479-25,2024-2025,SUB02,55,
S387-25,2024-2025,SUB03,58,
S463-24,2023-2024,SUB01,84,4
S464-25,2024-2025,SUB04,74,4
S466-24,2023-2024,SUB04,44,4
S518-25,2024-2025,SUB03,58,
S059-24,2023-2024,SUB03,57,7
S470-25,2024-2025,SUB01,87,4
S165-25,2024-2025,SUB03,57,8
S472-24,2023-2024,SUB01,68,4
S935-24,2023-2024,SUB02,55,7
S936-25,2024-2025,SUB02,55,8
S320-25,2024-2025,SUB02,55,7
S480-24,2023-2024,SUB01,91,4
S941-24,2023-2024,SUB03,57,8
S480-24,2023-2024,SUB04,,4
S483-24,2023-2024,SUB01,78,4
S454-25,2024-2025,SUB02,55,7
S305-25,2024-2025,SUB02,55,6
S490-24,2023-2024,SUB04,70,4
S595-25,2024-2025,SUB02,55,6
S492-25,2024-2025,SUB05,,4
S493-25,2024-2025,SUB01,,4
S493-25,2024-2025,SUB05,,4
S496-24,2023-2024,SUB05,54,4
S498-25,2024-2025,SUB01,53,4
S498-25,2024-2025,SUB05,69,4
S899-24,2023-2024,SUB02,55,6
S503-25,2024-2025,SUB05,62,4
S505-25,2024-2025,SUB04,46,4
S601-25,2024-2025,SUB03,57,7
S512-24,2023-2024,SUB05,64,4
S513-25,2024-2025,SUB05,80,4
S514-24,2023-2024,SUB01,66,4
S158-25,2024-2025,SUB02,55,5
S887-24,2023-2024,SUB02,55,5
S521-25,2024-2025,SUB04,88,4
S356-24,2023-2024,SUB02,55,4
S167-25,2024-2025,SUB02,55,3
S525-24,2023-2024,SUB01,87,4
S528-24,2023-2024,SUB04,80,4
S422-24,2023-2024,SUB02,55,3
S531-25,2024-2025,SUB05,82,4
S532-24,2023-2024,SUB05,94,4
S710-25,2024-2025,SUB02,55,2
S534-24,2023-2024,SUB01,71,4
S923-25,2024-2025,SUB03,57,6
S324-24,2023-2024,SUB03,57,4
S552-25,2024-2025,SUB02,55,
S537-24,2023-2024,SUB05,43,4
S248-25,2024-2025,SUB02,55,7
S545-24,2023-2024,SUB05,87,4
S547-25,2024-2025,SUB01,42,4
S513-25,2024-2025,SUB02,55,7
S782-25,2024-2025,SUB03,57,4
S549-24,2023-2024,SUB04,43,4
S550-24,2023-2024,SUB05,73,4
S552-25,2024-2025,SUB05,79,4
S538-24,2023-2024,SUB02,55,7
S479-25,2024-2025,SUB03,57,3
S883-24,2023-2024,SUB02,55,7
S560-25,2024-2025,SUB01,70,4
S560-25,2024-2025,SUB05,52,4
S561-24,2023-2024,SUB01,72,4
S170-24,2023-2024,SUB02,55,7
S561-24,2023-2024,SUB05,51,4
S562-24,2023-2024,SUB05,77,4
S265-24,2023-2024,SUB02,55,8
S566-25,2024-2025,SUB04,64,4
S567-24,2023-2024,SUB05,44,4
S570-24,2023-2024,SUB04,44,4
S698-24,2023-2024,SUB03,57,3
S573-24,2023-2024,SUB05,45,4
S876-24,2023-2024,SUB02,55,8
S268-24,2023-2024,SUB03,57,2
S581-24,2023-2024,SUB01,50,4
S253-24,2023-2024,SUB02,55,7
S838-24,2023-2024,SUB02,55,7
S431-25,2024-2025,SUB03,57,2
S596-25,2024-2025,SUB04,40,4
S881-24,2023-2024,SUB02,55,7
S651-24,2023-2024,SUB03,57,2
S810-25,2024-2025,SUB03,57,2
S954-24,2023-2024,SUB03,57,
S604-24,2023-2024,SUB04,57,4
S605-25,2024-2025,SUB01,68,4
S606-24,2023-2024,SUB04,67,4
S322-24,2023-2024,SUB03,56,8
S607-25,2024-2025,SUB04,89,4
S610-25,2024-2025,SUB05,86,4
S055-25,2024-2025,SUB03,56,7
S083-24,2023-2024,SUB02,55,6
S616-25,2024-2025,SUB01,69,4
S799-24,2023-2024,SUB02,55,5
S027-25,2024-2025,SUB02,55,4
S621-24,2023-2024,SUB05,52,4
S219-25,2024-2025,SUB02,55,4
S181-25,2024-2025,SUB03,56,7
S311-24,2023-2024,SUB02,55,4
S337-25,2024-2025,SUB03,56,7
S545-24,2023-2024,SUB03,56,7
S632-25,2024-2025,SUB05,90,4
S635-25,2024-2025,SUB04,87,4
S642-25,2024-2025,SUB01,52,4
S302-24,2023-2024,SUB03,56,6
S644-24,2023-2024,SUB04,48,4
S644-24,2023-2024,SUB05,41,4
S381-24,2023-2024,SUB03,56,6
S194-25,2024-2025,SUB03,56,5
S758-24,2023-2024,SUB02,55,4
S660-24,2023-2024,SUB04,51,4
S662-24,2023-2024,SUB05,77,4
S663-24,2023-2024,SUB01,63,4
S664-25,2024-2025,SUB01,47,4
S727-24,2023-2024,SUB03,56,5
S770-24,2023-2024,SUB02,55,4
S857-24,2023-2024,SUB02,55,4
S672-24,2023-2024,SUB01,68,4
S908-25,2024-2025,SUB02,55,4
S468-25,2024-2025,SUB02,55,3
S679-25,2024-2025,SUB04,87,4
S680-24,2023-2024,SUB05,57,4
S681-25,2024-2025,SUB05,82,4
S497-24,2023-2024,SUB02,55,3
S684-24,2023-2024,SUB05,42,4
S429-24,2023-2024,SUB03,56,4
S688-25,2024-2025,SUB01,68,4
S717-24,2023-2024,SUB02,55,3
S081-25,2024-2025,SUB02,55,2
S692-24,2023-2024,SUB05,91,4
S694-24,2023-2024,SUB05,85,4
S696-25,2024-2025,SUB01,64,4
S698-24,2023-2024,SUB01,71,4
S445-24,2023-2024,SUB03,56,3
S698-24,2023-2024,SUB04,43,4
S698-24,2023-2024,SUB05,77,4
S701-24,2023-2024,SUB04,75,4
S704-25,2024-2025,SUB04,43,4
S706-25,2024-2025,SUB04,79,4
S708-25,2024-2025,SUB05,85,4
S710-25,2024-2025,SUB05,38,4
S712-25,2024-2025,SUB01,51,4
S712-25,2024-2025,SUB04,66,4
S713-25,2024-2025,SUB01,75,4
S845-25,2024-2025,SUB02,55,2
S889-24,2023-2024,SUB03,56,3
S715-24,2023-2024,SUB05,60,4
S717-24,2023-2024,SUB05,61,4
S725-24,2023-2024,SUB04,94,4
S430-24,2023-2024,SUB02,55,0
S726-25,2024-2025,SUB04,,4
S730-24,2023-2024,SUB01,52,4
S285-25,2024-2025,SUB02,55,
S732-24,2023-2024,SUB03,56,2
S731-24,2023-2024,SUB04,80,4
S733-25,2024-2025,SUB04,61,4
S734-25,2024-2025,SUB01,65,4
S890-25,2024-2025,SUB03,56,2
S060-25,2024-2025,SUB03,55,7
S740-25,2024-2025,SUB01,56,4
S306-24,2023-2024,SUB02,55,7
S311-24,2023-2024,SUB03,55,7
S746-24,2023-2024,SUB04,43,4
S746-24,2023-2024,SUB05,72,4
S748-25,2024-2025,SUB05,82,4
S750-24,2023-2024,SUB04,74,4
S290-25,2024-2025,SUB02,55,8
S753-25,2024-2025,SUB05,48,4
S754-24,2023-2024,SUB04,58,4
S698-24,2023-2024,SUB02,55,8
S407-24,2023-2024,SUB03,55,7
S766-25,2024-2025,SUB01,49,4
S774-25,2024-2025,SUB03,55,7
S768-25,2024-2025,SUB01,49,4
S914-25,2024-2025,SUB02,55,8
S768-25,2024-2025,SUB05,95,4
S774-25,2024-2025,SUB03,55,7
S769-25,2024-2025,SUB04,90,4
S930-25,2024-2025,SUB02,55,8
S772-25,2024-2025,SUB01,50,4
S773-24,2023-2024,SUB01,80,4
S774-25,2024-2025,SUB05,80,4
S775-24,2023-2024,SUB04,58,4
S779-25,2024-2025,SUB05,92,4
S242-25,2024-2025,SUB03,55,8
S784-24,2023-2024,SUB04,76,4
S260-24,2023-2024,SUB03,55,7
S788-25,2024-2025,SUB04,76,4
S790-24,2023-2024,SUB04,,4
S069-24,2023-2024,SUB02,55,7
S798-24,2023-2024,SUB01,85,4
S799-24,2023-2024,SUB04,,4
S626-25,2024-2025,SUB02,55,7
S801-24,2023-2024,SUB04,60,4
S803-25,2024-2025,SUB05,95,4
S659-25,2024-2025,SUB02,55,7
S808-25,2024-2025,SUB05,66,4
S810-25,2024-2025,SUB04,87,4
S611-24,2023-2024,SUB02,55,6
S705-24,2023-2024,SUB03,55,7
S816-24,2023-2024,SUB01,83,4
S819-24,2023-2024,SUB04,81,4
S819-24,2023-2024,SUB05,71,4
S820-25,2024-2025,SUB01,89,4
S922-25,2024-2025,SUB02,57,6
S829-25,2024-2025,SUB01,43,4
S313-24,2023-2024,SUB03,55,6
S832-24,2023-2024,SUB04,49,4
S836-25,2024-2025,SUB01,88,4
S566-25,2024-2025,SUB02,57,5
S841-24,2023-2024,SUB04,50,4
S847-24,2023-2024,SUB01,79,4
S231-24,2023-2024,SUB02,57,4
S851-25,2024-2025,SUB04,88,4
S852-25,2024-2025,SUB01,30,4
S512-24,2023-2024,SUB03,55,6
S124-25,2024-2025,SUB02,57,3
S859-24,2023-2024,SUB01,40,4
S868-24,2023-2024,SUB05,60,4
S871-25,2024-2025,SUB05,74,4
S872-25,2024-2025,SUB04,76,4
S876-24,2023-2024,SUB04,80,4
S878-25,2024-2025,SUB01,52,4
S878-25,2024-2025,SUB04,87,4
S879-25,2024-2025,SUB05,59,4
S653-24,2023-2024,SUB03,55,5
S883-24,2023-2024,SUB04,42,4
S891-24,2023-2024,SUB01,80,4
S330-25,2024-2025,SUB02,57,2
S936-25,2024-2025,SUB03,55,4
S897-25,2024-2025,SUB01,50,4
S515-24,2023-2024,SUB02,57,2
S900-25,2024-2025,SUB04,44,4
S037-24,2023-2024,SUB03,55,3
S902-24,2023-2024,SUB01,79,4
S584-24,2023-2024,SUB02,57,2
S355-25,2024-2025,SUB02,57,
S907-24,2023-2024,SUB04,78,4
S880-24,2023-2024,SUB02,57,
S248-25,2024-2025,SUB03,55,3
S084-25,2024-2025,SUB02,56,7
S914-25,2024-2025,SUB05,43,4
S883-24,2023-2024,SUB03,55,3
S918-25,2024-2025,SUB04,59,4
S125-25,2024-2025,SUB03,55,
S923-25,2024-2025,SUB01,,4
S923-25,2024-2025,SUB04,84,4
S060-25,2024-2025,SUB02,56,7
S926-24,2023-2024,SUB05,77,4
S070-25,2024-2025,SUB03,54,7
S934-24,2023-2024,SUB05,87,4
S938-24,2023-2024,SUB01,65,4
S939-24,2023-2024,SUB05,74,4
S245-25,2024-2025,SUB03,54,7
S941-24,2023-2024,SUB01,93,4
S941-24,2023-2024,SUB04,53,4
