student_id,academic_year,dropout_flag,dropout_date,dropout_stage,dropout_reason,overall_attendance_percentage,family_income_band,academic_score,institution_code,age_at_enrollment,gender
H1466-21,2020-2021,0,,,,84,Medium,62,INST02,19,female
H1408-22,2021-2022,1,15-07-2021,Early,Personal,25,Medium,36,INST02,20,FEMALE
H1196-23,2022-2023,1,01-01-2022,Early,Academic,55,Medium,35,INST02,23,MALE
H1251-23,2022-2023,1,22-09-2021,Early,Personal,55,Low,35,INST02,21,Female
H475-23,2022-2023,1,14-06-2021,Mid,Health,54,Low,35,INST02,19,male
H1471-21,2020-2021,0,,,,57,Medium,78,INST01,23,Male
H1206-22,2021-2022,1,16-02-2022,Mid,Personal,54,Medium,35,INST01,21,female
H1706-21,2020-2021,1,15-11-2021,Late,Personal,54,Low,35,INST01,18,male
H1824-22,2021-2022,1,29-01-2022,Late,Financial,54,Medium,35,INST02,21,Female
H1981-23,2022-2023,1,14-08-2021,Mid,Personal,54,High,35,INST01,24,Female
H1334-22,2021-2022,1,23-01-2022,Early,Financial,53,Low,35,INST02,20,FEMALE
H1477-21,2020-2021,0,,,,89,High,60,INST02,20,male
H1852-21,2020-2021,1,31-12-2021,Early,Financial,53,Low,35,INST02,24,Female
H1479-23,2022-2023,0,,,,65,High,57,INST01,19,female
H1480-21,2020-2021,0,,,,75,Medium,55,INST02,17,male
H1815-23,2022-2023,1,19-10-2021,Early,Health,52,High,35,INST01,24,female
H531-21,2020-2021,1,31-12-2021,Early,Financial,50,Low,35,INST01,17,male
H1483-23,2022-2023,0,,,,82,Low,50,INST01,23,female
H1484-22,2021-2022,0,,,,86,High,66,INST02,25,Male
H1485-22,2021-2022,0,,,,31,Low,52,INST01,25,MALE
H1219-23,2022-2023,1,28-12-2021,Mid,Personal,50,Low,35,INST01,22,FEMALE
H436-23,2022-2023,1,03-08-2021,Early,Financial,49,High,35,INST02,20,male
H1488-23,2022-2023,0,,,,77,Low,48,INST02,21,FEMALE
H1810-22,2021-2022,1,19-10-2021,Early,Health,47,High,35,INST01,20,female
H1490-23,2022-2023,0,,,,48,High,43,INST01,24,Male
H1491-23,2022-2023,0,,,,48,High,88,INST01,21,MALE
H1472-23,2022-2023,1,11-02-2022,Early,Health,45,Medium,35,INST02,24,female
H1628-23,2022-2023,1,09-11-2021,Late,Health,45,High,35,INST01,19,Male
H1203-22,2021-2022,1,02-01-2022,Mid,Academic,44,Medium,35,INST01,21,Male
H1495-23,2022-2023,0,,,,95,Low,,INST02,17,Female
H1825-22,2021-2022,1,21-12-2021,Late,Health,44,High,35,INST02,18,Male
H1497-21,2020-2021,0,,,,85,Low,,INST01,21,female
H1498-21,2020-2021,0,,,,32,Medium,,INST02,23,MALE
H1499-22,2021-2022,0,,,,52,Low,75,INST02,24,MALE
H546-23,2022-2023,1,01-10-2021,Late,Financial,43,Medium,35,INST02,18,MALE
H1501-22,2021-2022,0,,,,52,Low,35,INST01,18,Female
H1502-21,2020-2021,0,,,,82,Low,39,INST02,19,male
H1503-22,2021-2022,0,,,,71,High,81,INST02,20,male
H1507-23,2022-2023,1,25-09-2021,Late,Health,43,High,35,INST02,24,
H1468-21,2020-2021,1,15-09-2021,Late,Financial,42,High,35,INST02,18,female
H1506-22,2021-2022,0,,,,76,Low,78,INST01,24,
H463-22,2021-2022,1,13-12-2021,Early,Personal,41,High,35,INST01,20,Female
H903-23,2022-2023,1,27-02-2022,Late,Personal,41,Low,35,INST02,17,male
H989-21,2020-2021,1,20-12-2021,Mid,Financial,41,Low,35,INST01,24,male
H1510-22,2021-2022,0,,,,62,Medium,77,INST02,22,Male
H603-23,2022-2023,1,06-12-2021,Late,Financial,40,Low,35,INST02,20,female
H815-22,2021-2022,1,22-12-2021,Early,Health,40,Low,35,INST01,25,MALE
H717-22,2021-2022,1,28-09-2021,Mid,Financial,39,High,35,INST02,22,Male
H1514-21,2020-2021,0,,,,31,High,80,INST01,23,Male
H423-23,2022-2023,1,06-09-2021,Early,Health,37,High,35,INST02,25,male
H474-23,2022-2023,1,20-10-2021,Mid,Financial,37,Medium,35,INST02,23,Male
H1597-21,2020-2021,1,30-07-2021,Early,Personal,36,Low,35,INST02,25,female
H1518-22,2021-2022,0,,,,84,High,64,INST02,18,female
H1519-23,2022-2023,0,,,,63,Low,61,INST02,18,Male
H1520-22,2021-2022,0,,,,48,High,44,INST01,19,female
H1521-21,2020-2021,0,,,,68,Low,66,INST01,23,female
H1906-23,2022-2023,1,09-09-2021,Early,Academic,36,Low,35,INST02,17,
H1523-23,2022-2023,0,,,,91,High,54,INST01,21,male
H547-23,2022-2023,1,16-10-2021,Mid,Personal,35,Low,35,INST01,17,Female
H1525-22,2021-2022,0,,,,74,Low,39,INST01,24,MALE
H1526-23,2022-2023,0,,,,67,High,81,INST01,20,FEMALE
H1660-23,2022-2023,1,26-12-2021,Mid,Personal,34,Medium,35,INST01,24,MALE
H389-21,2020-2021,1,12-08-2021,Early,Personal,32,High,35,INST02,22,female
H960-22,2021-2022,1,30-10-2021,Early,Academic,31,Medium,35,INST01,24,male
H1530-21,2020-2021,0,,,,70,Medium,42,INST01,25,female
H1531-21,2020-2021,0,,,,89,Low,38,INST02,23,MALE
H1171-22,2021-2022,1,02-03-2022,Early,Health,31,Medium,35,INST01,20,female
H749-21,2020-2021,1,15-02-2022,Mid,Health,30,Medium,35,INST01,18,female
H1534-23,2022-2023,0,,,,51,Medium,47,INST01,22,Female
H1535-22,2021-2022,0,,,,78,Low,61,INST01,18,female
H235-23,2022-2023,1,24-08-2021,Late,Financial,29,High,35,INST02,21,female
H1270-21,2020-2021,1,09-09-2021,Late,Health,29,High,35,INST02,17,male
H701-22,2021-2022,1,12-03-2022,Late,Personal,26,Medium,35,INST02,24,female
H718-23,2022-2023,1,04-12-2021,Late,Health,26,Medium,35,INST02,22,FEMALE
H1540-21,2020-2021,0,,,,64,Medium,87,INST01,18,FEMALE
H1541-22,2021-2022,0,,,,32,Low,74,INST02,25,female
H1542-21,2020-2021,0,,,,31,High,38,INST02,22,FEMALE
H844-21,2020-2021,1,10-08-2021,Early,Health,26,High,35,INST01,23,MALE
H1544-21,2020-2021,0,,,,62,Low,73,INST01,19,Male
H1545-21,2020-2021,0,,,,48,High,56,INST01,20,MALE
H1546-23,2022-2023,0,,,,60,Low,43,INST02,23,Male
H688-21,2020-2021,1,02-08-2021,Mid,Academic,25,High,35,INST02,22,male
H568-21,2020-2021,1,29-09-2021,Mid,Academic,53,Medium,34,INST01,17,Male
H1549-22,2021-2022,0,,,,88,Low,37,INST01,25,MALE
H1459-23,2022-2023,1,22-08-2021,Early,Academic,53,High,34,INST02,21,female
H1476-23,2022-2023,1,12-12-2021,Mid,Financial,53,Medium,34,INST01,22,male
H1162-21,2020-2021,1,05-09-2021,Early,Financial,52,Low,34,INST01,21,male
H1553-23,2022-2023,0,,,,87,High,43,INST02,17,MALE
H1554-22,2021-2022,0,,,,32,High,72,INST02,22,male
H1555-21,2020-2021,0,,,,63,High,35,INST02,22,Female
H368-21,2020-2021,1,04-02-2022,Early,Health,51,Medium,34,INST01,22,FEMALE
H1557-23,2022-2023,0,,,,67,Low,54,INST01,18,Male
H1558-21,2020-2021,0,,,,41,Low,84,INST01,17,male
H1812-22,2021-2022,1,23-06-2021,Late,Personal,51,Medium,34,INST02,24,FEMALE
H1700-23,2022-2023,1,25-10-2021,Mid,Financial,46,Medium,34,INST02,21,FEMALE
H1561-23,2022-2023,0,,,,58,High,87,INST01,21,male
H710-23,2022-2023,1,28-11-2021,Late,Academic,45,High,34,INST02,21,Male
H141-23,2022-2023,1,16-08-2021,Early,Academic,44,Low,34,INST01,25,male
H1564-23,2022-2023,0,,,,59,Low,72,INST02,19,MALE
H191-21,2020-2021,1,02-06-2021,Late,Health,44,High,34,INST02,22,male
H1617-21,2020-2021,1,10-11-2021,Early,Financial,44,High,34,INST02,19,male
H163-21,2020-2021,1,23-02-2022,Early,Personal,43,Low,34,INST01,17,FEMALE
H292-23,2022-2023,1,08-12-2021,Late,Academic,43,High,34,INST01,21,Male
H417-21,2020-2021,1,23-09-2021,Mid,Financial,43,Low,34,INST02,21,Male
H1235-22,2021-2022,1,15-12-2021,Late,Academic,41,Medium,34,INST01,22,Female
H1571-23,2022-2023,0,,,,82,High,71,INST01,23,MALE
H1883-23,2022-2023,1,20-12-2021,Early,Personal,41,Medium,34,INST02,21,FEMALE
H1573-22,2021-2022,0,,,,76,Medium,77,INST02,19,male
H858-22,2021-2022,1,25-03-2022,Early,Academic,40,Medium,34,INST01,22,MALE
H630-22,2021-2022,1,13-03-2022,Mid,Health,39,Low,34,INST01,20,FEMALE
H1576-23,2022-2023,0,,,,84,High,81,INST02,21,male
H1857-23,2022-2023,1,06-09-2021,Late,Financial,39,High,34,INST02,21,Male
H1578-22,2021-2022,0,,,,48,Low,84,INST01,22,Female
H1579-23,2022-2023,0,,,,37,High,84,INST01,21,Female
H690-23,2022-2023,1,27-07-2021,Early,Personal,37,Low,34,INST01,22,Male
H1581-23,2022-2023,0,,,,45,High,65,INST01,22,male
H909-23,2022-2023,1,15-02-2022,Late,Health,37,High,34,INST01,21,MALE
H1425-21,2020-2021,1,05-12-2021,Early,Financial,37,High,34,INST02,19,female
H1584-22,2021-2022,0,,,,66,High,80,INST01,25,FEMALE
H1585-22,2021-2022,0,,,,57,High,65,INST02,21,FEMALE
H1964-21,2020-2021,1,24-02-2022,Mid,Health,37,High,34,INST01,18,female
H1335-21,2020-2021,1,27-02-2022,Late,Financial,34,Medium,34,INST01,19,female
H1432-21,2020-2021,1,25-03-2022,Late,Personal,33,Medium,34,INST01,17,FEMALE
H1707-23,2022-2023,1,29-12-2021,Early,Health,33,High,34,INST02,24,male
H1590-22,2021-2022,0,,,,48,Low,57,INST01,25,Female
H1591-23,2022-2023,0,,,,34,Low,57,INST01,20,female
H550-21,2020-2021,1,04-10-2021,Early,Health,31,Medium,34,INST01,22,FEMALE
H112-21,2020-2021,1,14-03-2022,Late,Health,30,High,34,INST01,19,female
H1594-21,2020-2021,0,,,,69,Low,46,INST01,21,Male
H1595-22,2021-2022,0,,,,40,Low,78,INST02,17,male
H147-22,2021-2022,1,31-01-2022,Early,Financial,29,Medium,34,INST02,21,FEMALE
H1681-23,2022-2023,1,12-07-2021,Late,Personal,28,Medium,34,INST02,21,
H1819-23,2022-2023,1,25-03-2022,Late,Personal,27,Medium,34,INST01,18,Male
H281-21,2020-2021,1,20-07-2021,Mid,Personal,26,Low,34,INST01,23,female
H1163-23,2022-2023,1,05-10-2021,Late,Health,26,Low,34,INST02,19,MALE
H1601-21,2020-2021,0,,,,48,Medium,78,INST01,23,female
H1602-23,2022-2023,0,,,,32,High,52,INST02,18,MALE
H1603-23,2022-2023,0,,,,58,Medium,88,INST01,23,
H1604-21,2020-2021,0,,,,89,Medium,60,INST01,23,
H1605-21,2020-2021,0,,,,33,Medium,79,INST02,24,
H1606-22,2021-2022,0,,,,79,High,72,INST01,23,
H1607-22,2021-2022,0,,,,83,Medium,48,INST02,21,
H511-21,2020-2021,1,22-07-2021,Early,Financial,25,High,34,INST02,17,Female
H641-21,2020-2021,1,07-09-2021,Early,Academic,25,High,34,INST02,19,Female
H1752-22,2021-2022,1,27-06-2021,Early,Health,25,Low,34,INST01,17,
H1611-22,2021-2022,0,,,,89,Medium,85,INST01,21,male
H1786-22,2021-2022,1,16-09-2021,Late,Health,25,High,34,INST02,24,FEMALE
H1613-23,2022-2023,0,,,,44,High,52,INST01,18,Female
H1016-23,2022-2023,1,16-09-2021,Early,Health,,Low,34,INST01,17,male
H1615-22,2021-2022,0,,,,31,Medium,74,INST01,20,male
H1616-21,2020-2021,0,,,,51,Low,46,INST02,20,Female
H964-22,2021-2022,1,23-08-2021,Early,Personal,55,High,33,INST02,18,Female
H985-21,2020-2021,1,01-07-2021,Early,Financial,55,Medium,33,INST02,22,male
H1532-21,2020-2021,1,06-01-2022,Late,Health,55,Medium,33,INST01,25,female
H552-23,2022-2023,1,10-12-2021,Late,Personal,52,Medium,33,INST02,21,female
H267-23,2022-2023,1,29-09-2021,Mid,Financial,51,Medium,33,INST02,17,female
H1635-23,2022-2023,1,25-01-2022,Early,Financial,51,Medium,33,INST01,20,Female
H194-21,2020-2021,1,20-08-2021,Early,Personal,50,Low,33,INST02,21,female
H1624-23,2022-2023,0,,,,53,Medium,84,INST02,25,male
H1625-22,2021-2022,0,,,,76,Medium,44,INST02,20,FEMALE
H1626-23,2022-2023,0,,,,71,High,71,INST01,21,MALE
H560-21,2020-2021,1,18-02-2022,Late,Health,50,High,33,INST02,21,male
H1551-21,2020-2021,1,20-12-2021,Early,Personal,50,High,33,INST02,22,female
H1629-22,2021-2022,0,,,,58,High,90,INST01,18,male
H036-23,2022-2023,1,15-08-2021,Late,Personal,47,Medium,33,INST02,18,FEMALE
H1917-22,2021-2022,1,14-12-2021,Early,Personal,47,High,33,INST02,19,Male
H1632-21,2020-2021,0,,,,73,Medium,74,INST02,22,FEMALE
H961-23,2022-2023,1,07-06-2021,Late,Personal,46,Low,33,INST02,25,female
H1634-22,2021-2022,0,,,,64,High,83,INST01,22,Male
H1258-21,2020-2021,1,16-06-2021,Early,Academic,46,Low,33,INST01,19,Female
H1636-23,2022-2023,0,,,,90,Medium,47,INST01,17,Male
H1388-23,2022-2023,1,22-02-2022,Mid,Academic,45,Medium,33,INST01,22,FEMALE
H1638-22,2021-2022,0,,,,42,Medium,69,INST02,17,MALE
H224-21,2020-2021,1,05-02-2022,Late,Health,43,Low,33,INST02,25,MALE
H1640-21,2020-2021,0,,,,87,Low,83,INST02,21,male
H1641-21,2020-2021,0,,,,62,Low,84,INST01,23,Female
H037-22,2021-2022,1,21-10-2021,Early,Financial,42,Low,33,INST02,21,Male
H1643-21,2020-2021,0,,,,46,High,80,INST01,21,female
H1644-21,2020-2021,0,,,,52,Low,86,INST01,23,Male
H1645-21,2020-2021,0,,,,40,Medium,63,INST02,22,male
H1646-23,2022-2023,0,,,,31,Medium,90,INST01,19,Female
H1118-22,2021-2022,1,25-12-2021,Mid,Health,41,Medium,33,INST01,22,male
H582-23,2022-2023,1,17-09-2021,Mid,Financial,40,High,33,INST02,24,female
H1011-22,2021-2022,1,24-11-2021,Mid,Health,40,Low,33,INST01,24,Male
H1650-21,2020-2021,0,,,,95,High,80,INST02,17,male
H1893-21,2020-2021,1,20-09-2021,Early,Financial,40,High,33,INST02,25,male
H351-21,2020-2021,1,25-08-2021,Early,Financial,38,High,33,INST02,17,female
H1653-23,2022-2023,0,,,,42,High,78,INST02,22,female
H1654-23,2022-2023,0,,,,82,Low,43,INST02,19,female
H496-21,2020-2021,1,22-03-2022,Late,Personal,38,High,33,INST02,18,male
H1656-22,2021-2022,0,,,,48,Medium,35,INST01,25,female
H1657-21,2020-2021,0,,,,62,Medium,71,INST02,24,Female
H1658-21,2020-2021,0,,,,78,Low,59,INST01,20,MALE
H1463-21,2020-2021,1,06-06-2021,Early,Personal,37,Low,33,INST02,17,female
H1934-21,2020-2021,1,05-10-2021,Late,Academic,37,Medium,33,INST02,21,female
H735-21,2020-2021,1,16-07-2021,Late,Academic,36,Low,33,INST02,17,Male
H1465-21,2020-2021,1,08-08-2021,Late,Academic,36,Medium,33,INST01,21,Male
H1663-22,2021-2022,0,,,,48,Low,54,INST02,23,FEMALE
H1664-23,2022-2023,0,,,,86,Low,90,INST01,24,Female
H1665-23,2022-2023,0,,,,31,Low,61,INST01,19,male
H1832-23,2022-2023,1,24-03-2022,Mid,Academic,36,Medium,33,INST01,21,female
H1839-23,2022-2023,1,19-09-2021,Early,Health,36,High,33,INST02,19,
H1668-23,2022-2023,0,,,,69,Medium,43,INST01,24,FEMALE
H1669-21,2020-2021,0,,,,30,Low,84,INST02,20,FEMALE
H1693-23,2022-2023,1,18-08-2021,Mid,Financial,35,Medium,33,INST02,25,female
H422-23,2022-2023,1,05-06-2021,Mid,Academic,34,Low,33,INST01,17,Male
H1672-22,2021-2022,0,,,,33,High,50,INST02,18,Female
H1673-21,2020-2021,0,,,,42,High,50,INST01,23,male
H1674-22,2021-2022,0,,,,36,Medium,78,INST01,18,Male
H1928-22,2021-2022,1,01-12-2021,Mid,Financial,34,High,33,INST02,24,male
H028-23,2022-2023,1,23-07-2021,Mid,Financial,33,Medium,33,INST01,20,FEMALE
H1677-22,2021-2022,0,,,,75,Medium,53,INST02,22,
H1678-22,2021-2022,0,,,,50,High,46,INST01,25,
H1679-23,2022-2023,0,,,,38,High,86,INST01,24,
H1680-23,2022-2023,0,,,,92,High,64,INST01,24,
H584-23,2022-2023,1,28-10-2021,Early,Personal,33,Low,33,INST02,20,FEMALE
H213-23,2022-2023,1,03-01-2022,Late,Health,32,High,33,INST02,17,female
H1683-21,2020-2021,0,,,,42,High,46,INST02,22,female
H537-23,2022-2023,1,22-01-2022,Late,Health,32,Medium,33,INST02,18,FEMALE
H811-22,2021-2022,1,12-02-2022,Late,Health,32,Low,33,INST02,17,male
H1686-21,2020-2021,0,,,,60,Low,68,INST02,22,MALE
H867-21,2020-2021,1,14-02-2022,Late,Health,28,Medium,33,INST01,20,male
H1688-21,2020-2021,0,,,,53,Low,88,INST01,24,FEMALE
H1886-21,2020-2021,1,21-01-2022,Early,Health,28,Medium,33,INST01,20,FEMALE
H309-21,2020-2021,1,09-01-2022,Mid,Health,26,High,33,INST02,24,female
H1097-22,2021-2022,1,07-09-2021,Mid,Personal,26,High,33,INST01,22,Male
H852-23,2022-2023,1,25-09-2021,Early,Health,25,High,33,INST02,19,female
H1184-22,2021-2022,1,17-10-2021,Mid,Personal,25,Medium,33,INST01,,Male
H1596-23,2022-2023,1,21-08-2021,Mid,Financial,25,Medium,33,INST01,17,female
H1695-21,2020-2021,0,,,,92,Medium,37,INST01,21,Female
H1696-22,2021-2022,0,,,,90,High,54,INST01,22,MALE
H492-22,2021-2022,1,23-11-2021,Late,Personal,52,High,32,INST02,24,male
H1403-23,2022-2023,1,30-08-2021,Early,Financial,51,Low,32,INST01,23,female
H1699-22,2021-2022,0,,,,81,Low,59,INST02,21,Female
H1513-22,2021-2022,1,20-01-2022,Late,Financial,51,Medium,32,INST02,24,Female
H1539-21,2020-2021,1,23-03-2022,Early,Personal,51,Low,32,INST01,18,female
H887-23,2022-2023,1,15-03-2022,Early,Academic,50,High,32,INST01,24,MALE
H1745-21,2020-2021,1,12-09-2021,Early,Financial,50,Medium,32,INST02,19,male
H217-22,2021-2022,1,18-06-2021,Late,Financial,49,Low,32,INST01,25,MALE
H1705-22,2021-2022,0,,,,90,Low,35,INST02,19,FEMALE
H447-23,2022-2023,1,03-01-2022,Early,Personal,49,Medium,32,INST01,19,MALE
H806-22,2021-2022,1,28-02-2022,Early,Personal,49,Medium,32,INST02,24,female
H1600-21,2020-2021,1,12-09-2021,Late,Personal,49,Low,32,INST02,21,male
H1709-23,2022-2023,0,,,,85,High,70,INST02,19,Female
H1710-23,2022-2023,0,,,,51,High,90,INST01,20,FEMALE
H1580-22,2021-2022,1,01-09-2021,Mid,Academic,47,Low,32,INST02,17,female
H1712-23,2022-2023,0,,,,70,Medium,55,INST02,18,male
H1713-23,2022-2023,0,,,,69,High,65,INST02,18,MALE
H1714-22,2021-2022,0,,,,71,Medium,70,INST02,22,MALE
H1610-21,2020-2021,1,28-06-2021,Early,Personal,47,Low,32,INST01,17,Female
H1689-23,2022-2023,1,15-07-2021,Late,Personal,47,High,32,INST02,19,MALE
H1717-21,2020-2021,0,,,,66,Medium,85,INST02,17,female
H1718-22,2021-2022,0,,,,85,High,42,INST02,24,FEMALE
H1719-22,2021-2022,0,,,,44,Medium,59,INST01,17,MALE
H1720-23,2022-2023,0,,,,51,High,84,INST02,21,FEMALE
H1721-23,2022-2023,0,,,,47,High,42,INST02,21,FEMALE
H1722-21,2020-2021,0,,,,90,High,71,INST02,19,Female
H1723-21,2020-2021,0,,,,89,Low,64,INST02,17,Female
H1724-22,2021-2022,0,,,,45,High,73,INST01,23,Male
H304-23,2022-2023,1,03-03-2022,Late,Personal,46,Medium,32,INST02,18,MALE
H1726-21,2020-2021,0,,,,35,High,85,INST01,23,FEMALE
H1470-23,2022-2023,1,06-09-2021,Early,Health,45,High,32,INST02,23,Male
H1728-21,2020-2021,0,,,,92,Medium,72,INST02,17,female
H1753-21,2020-2021,1,03-10-2021,Late,Academic,45,Low,32,INST01,20,
H408-22,2021-2022,1,06-01-2022,Mid,Financial,44,Medium,32,INST01,18,MALE
H1647-21,2020-2021,1,25-01-2022,Late,Health,44,High,32,INST01,19,Male
H1732-23,2022-2023,0,,,,49,High,69,INST01,21,male
H816-22,2021-2022,1,13-02-2022,Late,Academic,42,Medium,32,INST01,22,Male
H1920-23,2022-2023,1,22-09-2021,Late,Financial,42,Low,32,INST01,17,female
H062-21,2020-2021,1,13-09-2021,Early,Personal,41,Low,32,INST01,22,Female
H1736-22,2021-2022,0,,,,52,Medium,54,INST01,23,male
H1737-23,2022-2023,0,,,,72,Medium,57,INST01,17,FEMALE
H1738-23,2022-2023,0,,,,80,Low,38,INST02,25,Female
H1739-22,2021-2022,0,,,,81,Medium,41,INST02,19,male
H518-21,2020-2021,1,20-12-2021,Late,Personal,41,Low,32,INST01,20,MALE
H1741-21,2020-2021,0,,,,47,Medium,45,INST01,18,FEMALE
H1742-21,2020-2021,0,,,,70,High,74,INST02,21,male
H744-22,2021-2022,1,07-03-2022,Late,Financial,41,High,32,INST01,24,MALE
H1744-21,2020-2021,0,,,,77,Medium,68,INST01,23,male
H1029-22,2021-2022,1,21-08-2021,Early,Academic,40,,32,INST02,23,FEMALE
H1746-22,2021-2022,0,,,,94,Low,45,INST01,18,female
H032-23,2022-2023,1,13-07-2021,Late,Financial,39,Low,32,INST02,20,male
H1748-21,2020-2021,0,,,,70,Low,60,INST01,20,Male
H1413-21,2020-2021,1,19-06-2021,Early,Financial,38,High,32,INST01,17,male
H1750-21,2020-2021,0,,,,74,High,80,INST02,24,male
H1751-22,2021-2022,0,,,,88,Medium,67,INST02,20,
H255-22,2021-2022,1,21-07-2021,Late,Health,37,Medium,32,INST02,18,male
H298-21,2020-2021,1,07-11-2021,Early,Academic,37,Medium,32,INST02,17,Female
H1766-23,2022-2023,1,07-02-2022,Early,Personal,36,High,32,INST02,22,MALE
H1755-22,2021-2022,0,,,,89,Low,60,INST02,18,
H1756-21,2020-2021,0,,,,82,Low,52,INST02,17,Male
H1780-22,2021-2022,1,31-08-2021,Mid,Health,36,Medium,32,INST01,24,female
H1758-21,2020-2021,0,,,,68,High,76,INST01,18,MALE
H1759-22,2021-2022,0,,,,62,Low,53,INST02,17,male
H680-22,2021-2022,1,09-06-2021,Late,Financial,33,Medium,32,INST02,17,FEMALE
H1789-23,2022-2023,1,03-03-2022,Late,Financial,33,Medium,32,INST02,23,female
H383-23,2022-2023,1,26-06-2021,Early,Personal,32,Medium,32,INST02,24,Female
H1763-21,2020-2021,0,,,,83,Low,55,INST02,24,MALE
H1764-22,2021-2022,0,,,,62,Low,35,INST02,21,MALE
H1765-23,2022-2023,0,,,,75,High,87,INST02,17,Female
H284-22,2021-2022,1,13-02-2022,Late,Personal,31,Low,32,INST02,23,FEMALE
H1767-21,2020-2021,0,,,,56,Medium,75,INST02,22,FEMALE
H600-23,2022-2023,1,08-01-2022,Mid,Financial,31,High,32,INST01,20,male
H1769-23,2022-2023,0,,,,47,High,78,INST01,21,Male
H1984-21,2020-2021,1,22-07-2021,Late,Academic,31,Medium,32,INST01,22,FEMALE
H1589-21,2020-2021,1,27-11-2021,Late,Academic,30,Medium,32,INST02,22,MALE
H1772-23,2022-2023,0,,,,59,Low,38,INST01,25,male
H1773-23,2022-2023,0,,,,64,Medium,86,INST02,22,Male
H1774-21,2020-2021,0,,,,32,High,47,INST02,21,FEMALE
H1775-21,2020-2021,0,,,,38,Medium,35,INST02,25,female
H845-21,2020-2021,1,01-06-2021,Mid,Personal,29,High,32,INST02,19,Male
H1908-23,2022-2023,1,25-08-2021,Early,Health,29,Low,32,INST01,17,
H1778-23,2022-2023,0,,,,40,Low,55,INST02,17,female
H1779-22,2021-2022,0,,,,70,Medium,64,INST01,17,MALE
H1991-21,2020-2021,1,27-06-2021,Late,Personal,27,Medium,32,INST01,17,Male
H1781-21,2020-2021,0,,,,30,High,86,INST01,19,Female
H1265-21,2020-2021,1,09-08-2021,Early,Financial,25,High,32,INST02,17,Female
H1783-21,2020-2021,0,,,,52,Low,44,INST01,19,female
H1768-21,2020-2021,1,06-12-2021,Late,Financial,25,Low,32,INST01,21,MALE
H923-22,2021-2022,1,09-03-2022,Mid,Financial,,Medium,32,INST02,24,MALE
H1619-23,2022-2023,1,18-12-2021,Late,Personal,54,Low,31,INST01,22,female
H1698-23,2022-2023,1,18-01-2022,Mid,Financial,54,High,31,INST02,24,Female
H1788-21,2020-2021,0,,,,92,Low,51,INST01,18,Female
H482-22,2021-2022,1,22-08-2021,Late,Academic,51,High,31,INST01,21,Female
H1790-21,2020-2021,0,,,,42,Medium,67,INST02,22,MALE
H1791-22,2021-2022,0,,,,76,Medium,40,INST02,20,FEMALE
H1792-23,2022-2023,0,,,,74,Low,54,INST01,17,MALE
H1793-22,2021-2022,0,,,,77,Medium,55,INST02,20,FEMALE
H1005-22,2021-2022,1,03-06-2021,Mid,Academic,50,High,31,INST02,17,female
H1064-22,2021-2022,1,03-10-2021,Late,Health,49,Low,31,INST01,20,FEMALE
H1796-21,2020-2021,0,,,,47,Low,45,INST01,20,female
H904-22,2021-2022,1,27-01-2022,Mid,Financial,46,,31,INST01,17,FEMALE
H1630-23,2022-2023,1,21-06-2021,Late,Personal,46,Low,31,INST02,17,MALE
H1969-21,2020-2021,1,15-08-2021,Late,Health,46,High,31,INST02,22,
H1800-22,2021-2022,0,,,,75,Low,75,INST02,18,male
H100-23,2022-2023,1,06-07-2021,Mid,Health,45,Medium,31,INST01,20,female
H1802-23,2022-2023,0,,,,59,Medium,76,INST01,21,Male
H1803-22,2021-2022,0,,,,40,Low,55,INST01,17,FEMALE
H1694-23,2022-2023,1,28-06-2021,Early,Financial,44,Medium,31,INST01,17,male
H244-21,2020-2021,1,25-03-2022,Late,Academic,42,Medium,31,INST01,23,MALE
H1806-23,2022-2023,0,,,,36,Medium,37,INST02,24,FEMALE
H1730-23,2022-2023,1,03-06-2021,Early,Academic,42,Low,31,INST02,23,female
H671-21,2020-2021,1,31-12-2021,Late,Health,40,High,31,INST01,19,male
H1809-23,2022-2023,0,,,,80,Low,62,INST01,19,FEMALE
H723-21,2020-2021,1,30-09-2021,Late,Financial,40,Low,31,INST02,23,male
H035-23,2022-2023,1,10-12-2021,Early,Financial,39,Medium,31,INST02,19,MALE
H465-23,2022-2023,1,01-11-2021,Late,Health,38,Low,31,INST02,19,FEMALE
H497-21,2020-2021,1,18-08-2021,Early,Financial,38,High,31,INST01,23,male
H1223-23,2022-2023,1,26-06-2021,Late,Personal,37,Medium,31,INST02,24,Male
H1122-22,2021-2022,1,10-06-2021,Late,Financial,35,Low,31,INST01,24,Female
H1816-22,2021-2022,0,,,,82,Low,43,INST01,22,male
H1817-21,2020-2021,0,,,,44,Low,47,INST01,19,female
H1818-21,2020-2021,0,,,,45,Low,71,INST02,22,Male
H1260-21,2020-2021,1,19-10-2021,Early,Financial,34,Low,31,INST02,23,Female
H1685-22,2021-2022,1,13-10-2021,Mid,Personal,34,Medium,31,INST02,21,MALE
H1821-23,2022-2023,0,,,,73,Low,74,INST02,24,FEMALE
H427-22,2021-2022,1,25-09-2021,Mid,Academic,33,High,31,INST01,17,female
H1021-22,2021-2022,1,02-09-2021,Late,Health,33,High,31,INST02,,male
H1684-21,2020-2021,1,15-01-2022,Early,Health,33,High,31,INST01,20,MALE
H346-23,2022-2023,1,18-10-2021,Early,Academic,32,,31,INST02,25,male
